customer_id,customer_name,gender,age,location_id,signup_date,customer_segment
10929,Priya Pillai,Female,62.0,16,2024-03-28,Premium
10930,Pranav Verma,Male,24.0,29,2024-07-23,Regular
10931,Neha Khanna,Female,53.0,83,2022-03-14,Regular
10932,Riya Gupta,Female,63.0,74,2023-08-29,Regular
10933,Karan Shah,Male,28.0,98,2022-12-27,Regular
10934,Sneha Agarwal,Female,45.0,75,2023-04-29,Regular
10935,Kavya Sinha,Female,56.0,64,2022-10-17,Regular
10936,Meera Roy,Female,34.0,35,2024-12-19,VIP
10937,Aarav Saxena,Male,29.0,1,2024-01-27,Regular
10938,Vihaan Das,Male,37.0,13,2026-03-16,Premium
10939,Nisha Naidu,Female,34.0,30,2022-01-14,Regular
10940,Aditya Rao,Male,52.0,5,2025-05-29,Regular
10941,Pooja Tripathi,Female,35.0,51,2025-12-26,Regular
10942,Arjun Tiwari,Male,36.0,78,2024-02-17,Regular
10943,Simran Mehta,Female,63.0,97,2025-01-23,Regular
10944,Kabir Kumar,Male,45.0,49,2023-12-07,Regular
10945,Rohan Bansal,Male,62.0,88,2024-08-10,Premium
10946,Dev Arora,Other,52.0,99,2025-12-23,Regular
10947,Shreya Kapoor,Female,60.0,86,2024-04-28,Regular
10948,Tanya Reddy,Female,27.0,47,2024-07-13,Premium
10949,Avni Ghosh,Female,63.0,33,2026-04-28,Regular
10950,Rahul Yadav,Male,63.0,98,2024-03-05,Regular
10951,Aman Chatterjee,Male,19.0,25,2022-10-05,Regular
10952,Kunal Khan,Male,35.0,42,2024-12-28,Regular
10953,Nikhil Pandey,Male,37.0,8,2025-01-13,Regular
10954,Vivek Jain,Male,38.0,80,2023-01-15,Regular
10955,Mahi Ansari,Female,55.0,65,2025-03-11,Regular
10956,Ritvik Mishra,Male,51.0,9,2022-04-12,Regular
10957,Yash Nair,Male,28.0,23,2023-05-28,Regular
10958,Sahil Kulkarni,Male,47.0,56,2025-09-30,VIP
10959,Varun Sethi,Male,64.0,55,2024-09-15,Regular
10960,Manish Verma,Male,39.0,81,2024-08-29,Regular
10961,Radhika Sharma,Female,62.0,27,2024-09-20,Premium
10962,Ankit Shah,Male,49.0,93,2022-09-21,Regular
10963,Sakshi Patel,Female,62.0,45,2026-03-19,Regular
10964,Muskan Joshi,Female,61.0,83,2023-04-22,Premium
10965,Palak Iyer,Female,18.0,24,2025-06-12,Premium
10966,Ishita Deshmukh,Female,56.0,4,2026-05-03,Regular
10967,Rajat Chauhan,Male,27.0,6,2023-01-21,Regular
10968,Mohit Menon,Male,57.0,38,2024-10-12,VIP
10969,Akash Pillai,Male,56.0,96,2022-03-09,Regular
10970,Nandini Arora,Female,30.0,5,2024-10-14,Premium
10971,Anushka Singh,Female,21.0,37,2023-12-07,Regular
10972,Harsh Khanna,Male,38.0,11,2022-04-26,Regular
10973,Dev Gupta,Male,32.0,94,2024-12-11,Premium
10974,Shruti Malhotra,Female,44.0,68,2026-03-31,VIP
10975,Payal Saxena,Female,21.0,77,2022-05-13,Regular
10976,Komal Das,Female,20.0,72,2025-11-29,Regular
10977,Tanvi Rao,Female,38.0,66,2025-09-11,Premium
10978,Pallavi Tiwari,Female,54.0,78,2024-05-26,Regular
10979,Aanya Mehta,Female,33.0,1,2025-12-13,Premium
10980,Ayush Agarwal,Male,33.0,87,2023-05-11,Regular
10981,Dhruv Sinha,Male,25.0,74,2025-02-26,Regular
10982,Ananya Kapoor,Female,31.0,74,2025-01-21,Premium
10983,Aditi Reddy,Female,32.0,40,2024-07-17,VIP
10984,Ishaan Roy,Male,30.0,81,2025-08-26,Regular
10985,Diya Ghosh,Female,34.0,39,2025-11-03,Premium
10986,Rishi Naidu,Male,31.0,5,2025-06-11,Regular
10987,Isha Ansari,Female,50.0,91,2024-07-30,Regular
10988,Abhishek Tripathi,Male,34.0,24,2026-04-13,Regular
10989,Priya Sharma,Female,54.0,11,2024-06-07,Premium
10990,Neha Patel,Female,47.0,63,2024-10-15,Regular
10991,Siddharth Mehta,Male,48.0,24,2022-10-30,Regular
10992,Pranav Kapoor,Male,46.0,86,2023-05-29,Premium
10993,Riya Joshi,Female,62.0,45,2025-12-18,Regular
10994,Karan Reddy,Male,30.0,1,2024-03-07,Regular
10995,Aarav Kulkarni,Male,65.0,96,2024-03-28,Regular
10996,Sneha Iyer,Female,27.0,52,2025-07-30,Premium
10997,Vihaan Sethi,Male,24.0,27,2023-06-06,Regular
10998,Aditya Verma,Male,57.0,68,2023-03-01,Premium
10999,Arjun Shah,Male,61.0,54,2022-01-15,Regular
11000,Kavya Deshmukh,Female,22.0,3,2023-01-06,Regular
11001,Kabir Chauhan,Male,46.0,76,2024-03-30,Premium
11002,Rohan Menon,Male,42.0,41,2025-03-05,Regular
11003,Rahul Pillai,Male,28.0,70,2023-06-11,Regular
11004,Aman Khanna,Male,42.0,90,2023-12-13,Regular
11005,Kunal Gupta,Male,50.0,62,2022-12-21,Regular
11006,Nikhil Agarwal,Male,45.0,68,2025-07-30,Regular
11007,Vivek Sinha,Male,42.0,26,2024-04-19,VIP
11008,Ritvik Roy,Male,60.0,24,2022-08-18,Regular
11009,Meera Arora,Female,28.0,42,2024-09-02,Regular
11010,Yash Naidu,Male,47.0,86,2023-06-22,Regular
11011,Sahil Tripathi,Male,33.0,53,2025-10-16,Regular
11012,Nisha Singh,Female,64.0,35,2023-03-05,Regular
11013,Pooja Malhotra,Female,30.0,78,2025-10-15,VIP
11014,Simran Saxena,Female,59.0,86,2025-01-21,Regular
11015,Varun Mehta,Male,48.0,91,2022-08-05,Premium
11016,Manish Kapoor,Male,28.0,30,2025-04-29,Regular
11017,Ankit Reddy,Male,54.0,71,2025-02-26,Regular
11018,Rajat Ghosh,Male,29.0,60,2023-12-31,Premium
11019,Mohit Ansari,Male,30.0,45,2022-09-15,Regular
11020,Shreya Das,Female,34.0,40,2024-02-04,Premium
11021,Akash Sharma,Male,50.0,12,2024-08-31,Premium
11022,Tanya Rao,Female,36.0,28,2022-07-31,Premium
11023,Harsh Patel,Male,45.0,55,2023-06-30,Regular
11024,Dev Joshi,Male,44.0,89,2025-01-27,Regular
11025,Avni Tiwari,Female,27.0,87,2024-06-03,Regular
11026,Mahi Kumar,Female,29.0,19,2026-05-07,VIP
11027,Ayush Iyer,Male,32.0,68,2022-12-13,Regular
11028,Radhika Bansal,Female,28.0,9,2025-05-29,Regular
11029,Dhruv Deshmukh,Male,62.0,68,2023-11-12,Regular
11030,Ishaan Arora,Male,36.0,35,2022-12-23,Regular
11031,Sakshi Yadav,Female,37.0,45,2026-03-02,Regular
11032,Rishi Singh,Male,50.0,72,2024-09-23,Regular
11033,Abhishek Malhotra,Male,55.0,43,2024-05-06,Regular
11034,Siddharth Saxena,Male,51.0,81,2023-04-17,Premium
11035,Pranav Das,Male,44.0,54,2025-11-11,Regular
11036,Karan Rao,Male,64.0,100,2022-02-18,Regular
11037,Aarav Tripathi,Male,61.0,64,2022-07-04,Regular
11038,Muskan Chatterjee,Female,27.0,30,2022-10-15,Regular
11039,Palak Khan,Female,25.0,78,2024-11-10,Regular
11040,Vihaan Mehta,Male,36.0,41,2022-06-14,Regular
11041,Aditya Kapoor,Male,58.0,54,2025-06-29,Regular
11042,Ishita Pandey,Female,64.0,14,2022-11-10,Premium
11043,Arjun Reddy,Male,51.0,12,2024-12-18,Regular
11044,Nandini Jain,Female,51.0,58,2025-06-26,Regular
11045,Anushka Mishra,Female,29.0,19,2025-11-06,Regular
11046,Aditya Joshi,Male,46.0,100,2023-04-14,Regular
11047,Kabir Ghosh,Male,26.0,86,2022-04-30,Regular
11048,Rohan Ansari,Male,43.0,71,2025-04-26,Regular
11049,Rahul Sharma,Male,27.0,74,2023-12-19,Regular
11050,Aman Patel,Male,21.0,60,2026-02-27,Regular
11051,Shruti Nair,Female,64.0,7,2022-10-29,Premium
11052,Kunal Joshi,Male,60.0,40,2024-07-07,Regular
11053,Payal Kulkarni,Female,50.0,50,2022-07-10,Regular
11054,Komal Sethi,Female,48.0,92,2024-02-16,Regular
11055,Nikhil Iyer,Male,29.0,22,2022-01-02,Regular
11056,Vivek Deshmukh,Male,45.0,50,2025-04-15,Premium
11057,Ritvik Arora,Male,53.0,35,2024-08-25,Regular
11058,Tanvi Verma,Female,43.0,14,2022-06-05,Regular
11059,Yash Singh,Male,31.0,11,2024-03-10,VIP
11060,Pallavi Shah,Female,36.0,37,2023-11-17,Regular
11061,Aanya Saxena,Female,58.0,9,2024-12-13,Regular
11062,Ananya Das,Female,30.0,7,2024-03-09,Regular
11063,Aryan Singh,Other,64.0,36,2024-01-05,VIP
11064,Aditi Rao,Female,54.0,21,2025-08-22,Regular
11065,Diya Tiwari,Female,60.0,56,2024-04-10,Regular
11066,Isha Kumar,Female,42.0,2,2025-07-26,Regular
11067,Priya Bansal,Female,28.0,31,2025-11-17,Regular
11068,Neha Yadav,Female,19.0,46,2025-09-19,Regular
11069,Riya Chatterjee,Female,43.0,97,2026-03-09,Regular
11070,Sahil Malhotra,Male,37.0,64,2025-01-21,Regular
11071,Sneha Khan,Female,23.0,89,2024-06-17,Regular
11072,Varun Saxena,Male,62.0,35,2024-04-28,Regular
11073,Kavya Pandey,Female,64.0,45,2022-11-24,Premium
11074,Manish Das,Male,35.0,43,2025-08-17,Premium
11075,Meera Jain,Female,50.0,89,2025-01-14,Premium
11076,Nisha Mishra,Female,37.0,96,2025-10-29,VIP
11077,Pooja Nair,Female,41.0,97,2025-01-27,Regular
11078,Ankit Rao,Male,47.0,76,2024-02-08,Regular
11079,Simran Kulkarni,Female,37.0,51,2023-04-18,Regular
11080,Shreya Sethi,Female,56.0,55,2026-04-27,Premium
11081,Tanya Verma,Female,27.0,99,2025-03-19,Regular
11082,Avni Shah,Female,50.0,29,2025-10-31,Regular
11083,Mahi Chauhan,Female,65.0,35,2024-07-25,Regular
11084,Radhika Menon,Female,58.0,90,2024-03-27,Premium
11085,Rajat Tiwari,Male,20.0,39,2022-02-24,Premium
11086,Sakshi Pillai,Female,23.0,24,2022-04-21,Premium
11087,Mohit Kumar,Male,48.0,57,2025-02-04,Regular
11088,Muskan Khanna,Female,62.0,33,2022-12-26,Regular
11089,Palak Gupta,Female,58.0,90,2022-05-12,VIP
11090,Akash Bansal,Male,61.0,91,2025-05-27,Regular
11091,Harsh Yadav,Male,25.0,31,2024-09-19,Regular
11092,Dev Chatterjee,Male,42.0,53,2022-06-27,Regular
11093,Ishita Agarwal,Female,52.0,99,2024-03-10,Regular
11094,Ayush Khan,Male,47.0,75,2024-01-22,Premium
11095,Dhruv Pandey,Male,55.0,22,2022-01-06,Regular
11096,Nandini Sinha,Female,28.0,60,2024-08-25,Premium
11097,Ishaan Jain,Male,39.0,62,2023-09-27,Premium
11098,Anushka Roy,Female,39.0,66,2025-11-06,Regular
11099,Rishi Mishra,Male,63.0,3,2022-07-05,Regular
11100,Abhishek Nair,Male,27.0,30,2025-09-17,Regular
11101,Siddharth Kulkarni,Male,33.0,86,2022-01-11,Regular
11102,Pranav Sethi,Male,19.0,25,2025-05-07,Regular
11103,Karan Verma,Male,25.0,30,2025-06-06,Premium
11104,Shruti Naidu,Female,65.0,33,2023-10-15,Regular
11105,Aarav Malhotra,Male,58.0,18,2023-03-25,Regular
11106,Vihaan Saxena,Male,30.0,16,2022-08-16,Premium
11107,Aditya Das,Male,51.0,35,2023-06-28,VIP
11108,Arjun Rao,Male,46.0,88,2024-12-07,Regular
11109,Payal Tripathi,Female,61.0,1,2025-03-05,Regular
11110,Kabir Tiwari,Male,32.0,29,2022-10-18,Regular
11111,Samar Malhotra,Other,65.0,7,2022-01-18,Regular
11112,Rohan Kumar,Male,35.0,57,2024-06-17,Regular
11113,Rahul Bansal,Male,52.0,26,2024-07-18,Regular
11114,Aman Yadav,Male,37.0,80,2026-04-19,Regular
11115,Kunal Chatterjee,Male,50.0,59,2025-05-03,Regular
11116,Komal Mehta,Female,34.0,79,2024-05-30,Regular
11117,Nikhil Khan,Male,58.0,64,2024-08-04,Regular
11118,Vivek Pandey,Male,48.0,44,2024-10-29,Regular
11119,Tanvi Kapoor,Female,31.0,87,2023-12-24,Regular
11120,Pallavi Reddy,Female,64.0,48,2024-12-20,Regular
11121,Aanya Kulkarni,Female,52.0,95,2022-11-09,VIP
11122,Ananya Sethi,Female,38.0,100,2025-08-21,Regular
11123,Aditi Verma,Female,24.0,59,2025-10-10,Regular
11124,Diya Shah,Female,64.0,68,2023-11-27,Regular
11125,Isha Chauhan,Female,54.0,26,2024-01-01,Premium
11126,Ritvik Jain,Male,50.0,82,2024-03-07,Regular
11127,Priya Menon,Female,57.0,68,2025-07-31,Regular
11128,Yash Mishra,Male,47.0,91,2022-10-09,Premium
11129,Neha Pillai,Female,29.0,27,2023-07-01,Regular
11130,Riya Khanna,Female,29.0,79,2024-09-10,Regular
11131,Sahil Nair,Male,21.0,48,2025-01-14,Regular
11132,Sneha Gupta,Female,21.0,19,2023-04-19,VIP
11133,Kavya Agarwal,Female,52.0,18,2022-07-07,Premium
11134,Varun Kulkarni,Male,58.0,57,2024-03-23,Regular
11135,Meera Sinha,Female,25.0,32,2024-10-18,Premium
11136,Nisha Roy,Female,45.0,11,2025-05-11,Premium
11137,Pooja Naidu,Female,23.0,43,2022-01-05,Regular
11138,Manish Sethi,Male,37.0,66,2022-01-29,Regular
11139,Ankit Verma,Male,55.0,32,2023-09-11,Regular
11140,Simran Tripathi,Female,56.0,96,2024-06-21,Regular
11141,Rajat Shah,Male,63.0,78,2022-01-06,Regular
11142,Mohit Chauhan,Male,32.0,52,2022-10-05,Premium
11143,Akash Menon,Male,63.0,94,2023-11-02,Regular
11144,Harsh Pillai,Male,55.0,44,2023-03-24,Regular
11145,Shreya Mehta,Female,34.0,14,2025-02-10,Regular
11146,Tanya Kapoor,Female,33.0,4,2022-02-25,Regular
11147,Avni Reddy,Female,23.0,94,2025-11-22,Regular
11148,Mahi Ghosh,Female,62.0,96,2022-09-29,Regular
11149,Dev Khanna,Male,27.0,74,2023-12-07,Regular
11150,Ayush Gupta,Male,30.0,11,2026-04-28,Regular
11151,Dhruv Agarwal,Male,37.0,30,2024-11-26,Regular
11152,Ishaan Sinha,Male,24.0,5,2026-05-17,Premium
11153,Rishi Roy,Male,56.0,6,2022-02-01,Regular
11154,Abhishek Naidu,Male,51.0,25,2025-02-25,Regular
11155,Siddharth Tripathi,Male,25.0,58,2022-05-02,Regular
11156,Pranav Mehta,Male,25.0,7,2024-09-05,Regular
11157,Radhika Ansari,Female,19.0,99,2023-06-06,Regular
11158,Sakshi Sharma,Female,63.0,46,2025-05-28,Regular
11159,Muskan Patel,Female,38.0,27,2022-07-18,Regular
11160,Palak Joshi,Female,49.0,52,2025-12-05,VIP
11161,Ishita Iyer,Female,25.0,80,2024-02-09,Regular
11162,Karan Kapoor,Male,29.0,32,2024-04-10,Premium
11163,Nandini Deshmukh,Female,43.0,5,2024-07-02,Premium
11164,Aarav Nair,Male,28.0,6,2022-02-26,Regular
11165,Vihaan Kulkarni,Male,47.0,86,2023-05-12,Regular
11166,Aditya Sethi,Male,62.0,12,2025-02-09,VIP
11167,Arjun Verma,Male,32.0,64,2026-03-18,Regular
11168,Kabir Shah,Male,47.0,39,2026-04-25,Premium
11169,Anushka Arora,Female,61.0,78,2024-05-07,Regular
11170,Shruti Singh,Female,60.0,7,2023-02-17,Premium
11171,Payal Malhotra,Female,18.0,90,2024-02-04,VIP
11172,Komal Saxena,Female,23.0,70,2024-01-12,Premium
11173,Tanvi Das,Female,65.0,45,2023-09-28,Regular
11174,Rohan Chauhan,Male,62.0,21,2023-08-02,Premium
11175,Pallavi Rao,Female,33.0,98,2025-10-21,Regular
11176,Aanya Tripathi,Female,42.0,31,2023-09-17,Regular
11177,Rahul Menon,Male,45.0,50,2022-02-16,Regular
11178,Aman Pillai,Male,50.0,40,2025-02-28,Regular
11179,Ananya Mehta,Female,54.0,24,2024-11-30,Regular
11180,Aditi Kapoor,Female,35.0,42,2023-08-29,Regular
11181,Kunal Khanna,Male,60.0,16,2024-10-04,Regular
11182,Diya Reddy,Female,20.0,1,2026-02-14,Regular
11183,Nikhil Gupta,Male,19.0,29,2026-01-19,Regular
11184,Vivek Agarwal,Male,63.0,12,2025-06-17,Premium
11185,Ritvik Sinha,Male,26.0,42,2024-07-22,Premium
11186,Yash Roy,Male,65.0,87,2022-02-14,Premium
11187,Isha Ghosh,Female,31.0,17,2024-03-30,Premium
11188,Sahil Naidu,Male,35.0,1,2025-08-02,Regular
11189,Priya Ansari,Female,19.0,12,2025-09-13,Regular
11190,Varun Tripathi,Male,63.0,51,2025-05-21,Regular
11191,Neha Sharma,Female,35.0,28,2026-04-28,Regular
11192,Riya Patel,Female,26.0,49,2024-04-06,Regular
11193,Sneha Joshi,Female,41.0,3,2022-06-25,Premium
11194,Kavya Iyer,Female,25.0,34,2024-03-05,Regular
11195,Meera Deshmukh,Female,55.0,42,2023-05-25,Premium
11196,Manish Mehta,Male,21.0,44,2025-08-29,Regular
11197,Nisha Arora,Female,41.0,56,2025-05-28,Premium
11198,Pooja Singh,Female,36.0,79,2023-11-11,Regular
11199,Ankit Kapoor,Male,19.0,47,2023-09-14,Premium
11200,Rajat Reddy,Male,20.0,85,2022-09-13,Regular
11201,Mohit Ghosh,Male,42.0,53,2022-03-11,Regular
11202,Akash Ansari,Male,36.0,27,2023-05-16,Regular
11203,Harsh Sharma,Male,24.0,23,2023-01-21,Regular
11204,Dev Patel,Male,24.0,33,2023-03-01,Regular
11205,Simran Malhotra,Female,56.0,60,2026-05-17,Regular
11206,Ayush Joshi,Male,53.0,25,2024-12-25,Regular
11207,Shreya Saxena,Female,47.0,92,2024-06-01,Premium
11208,Dhruv Iyer,Male,58.0,48,2022-10-14,Regular
11209,Tanya Das,Female,21.0,87,2025-09-07,Regular
11210,Ishaan Deshmukh,Male,51.0,69,2024-10-28,Premium
11211,Rishi Arora,Male,54.0,34,2024-04-03,Regular
11212,Abhishek Singh,Male,27.0,23,2024-01-16,Premium
11213,Avni Rao,Female,43.0,75,2024-06-03,Regular
11214,Siddharth Malhotra,Male,54.0,34,2025-09-05,Regular
11215,Mahi Tiwari,Female,46.0,25,2025-02-26,Regular
11216,Pranav Saxena,Male,29.0,94,2024-02-15,Regular
11217,Radhika Kumar,Female,49.0,49,2024-12-04,Regular
11218,Karan Das,Male,54.0,5,2026-01-27,Premium
11219,Sakshi Bansal,Female,18.0,50,2023-06-06,Regular
11220,Aarav Naidu,Male,45.0,47,2025-12-11,Premium
11221,Vihaan Tripathi,Male,42.0,87,2024-08-28,Regular
11222,Aditya Mehta,Male,35.0,72,2022-10-24,Regular
11223,Arjun Kapoor,Male,20.0,20,2026-03-28,Premium
11224,Kabir Reddy,Male,22.0,16,2025-01-02,Premium
11225,Reyansh Saxena,Other,54.0,61,2023-09-10,Regular
11226,Rohan Ghosh,Male,57.0,5,2022-12-10,Regular
11227,Rahul Ansari,Male,38.0,32,2026-01-05,Regular
11228,Muskan Yadav,Female,63.0,14,2025-08-10,Regular
11229,Aman Sharma,Male,62.0,3,2022-03-13,Premium
11230,Kunal Patel,Male,49.0,92,2024-10-14,Regular
11231,Palak Chatterjee,Female,45.0,9,2022-07-03,Premium
11232,Ishita Khan,Female,64.0,1,2023-04-16,Regular
11233,Nandini Pandey,Female,47.0,94,2024-06-27,Regular
11234,Nikhil Joshi,Male,62.0,19,2023-02-03,Regular
11235,Anushka Jain,Female,64.0,82,2024-03-30,Regular
11236,Vivek Iyer,Male,NULL,4,2023-11-19,Regular
11237,Navya Das,Other,49.0,16,2024-07-19,VIP
11238,Shruti Mishra,Female,53.0,12,2025-07-05,Premium
11239,Payal Nair,Female,57.0,71,2022-09-06,Premium
11240,Ritvik Deshmukh,Male,34.0,63,2025-06-27,Regular
11241,Yash Arora,Male,59.0,48,2022-12-22,Premium
11242,Komal Kulkarni,Female,41.0,25,2022-02-23,Premium
11243,Sahil Singh,Male,36.0,9,2023-12-16,Premium
11244,Tanvi Sethi,Female,25.0,57,2023-04-29,Regular
11245,Pallavi Verma,Female,33.0,24,2022-10-23,Regular
11246,Aanya Malhotra,Female,64.0,60,2023-11-08,Premium
11247,Varun Malhotra,Male,52.0,69,2025-10-22,Regular
11248,Manish Saxena,Male,52.0,85,2024-07-25,Regular
11249,Ankit Das,Male,60.0,50,2025-03-10,Regular
11250,Rajat Rao,Male,30.0,1,2022-08-28,Regular
11251,Mohit Tiwari,Male,NULL,29,2022-05-02,Regular
11252,Ananya Saxena,Female,35.0,86,2023-06-21,Premium
11253,Aditi Das,Female,58.0,54,2025-05-24,Regular
11254,Diya Rao,Female,38.0,62,2025-11-17,Regular
11255,Akash Kumar,Male,59.0,46,2022-06-12,Regular
11256,Isha Tiwari,Female,53.0,17,2024-02-02,VIP
11257,Priya Kumar,Female,55.0,90,2023-09-27,Regular
11258,Neha Bansal,Female,62.0,78,2025-04-05,Regular
11259,Riya Yadav,Female,55.0,100,2022-11-25,Regular
11260,Sneha Chatterjee,Female,33.0,86,2024-02-15,Regular
11261,Harsh Bansal,Male,43.0,30,2025-09-21,Regular
11262,Dev Yadav,Male,40.0,26,2024-01-14,Regular
11263,Kavya Khan,Female,21.0,25,2025-06-04,Premium
11264,Ayush Chatterjee,Male,46.0,92,2024-09-22,Regular
11265,Dhruv Khan,Male,38.0,56,2024-08-13,VIP
11266,Ishaan Pandey,Male,36.0,46,2023-02-19,Regular
11267,Rishi Jain,Male,23.0,97,2026-05-07,Regular
11268,Meera Pandey,Female,42.0,61,2023-02-04,Regular
11269,Nisha Jain,Female,45.0,91,2026-01-29,Regular
11270,Abhishek Mishra,Male,23.0,99,2026-05-02,VIP
11271,Siddharth Nair,Male,48.0,8,2024-03-29,Premium
11272,Pooja Mishra,Female,26.0,37,2025-10-22,Regular
11273,Pranav Kulkarni,Male,24.0,74,2025-02-18,Regular
11274,Simran Nair,Female,37.0,82,2025-03-26,VIP
11275,Karan Sethi,Male,36.0,15,2022-04-20,Regular
11276,Shreya Kulkarni,Female,61.0,32,2022-08-08,Regular
11277,Tanya Sethi,Female,21.0,55,2022-04-22,Regular
11278,Avni Verma,Female,34.0,80,2022-02-18,Regular
11279,Aarav Singh,Male,53.0,12,2025-08-30,Premium
11280,Mahi Shah,Female,29.0,61,2022-10-08,Regular
11281,Radhika Chauhan,Female,65.0,30,2022-01-11,Premium
11282,Sakshi Menon,Female,53.0,22,2026-02-09,Regular
11283,Vihaan Malhotra,Male,63.0,52,2023-03-23,Regular
11284,Aditya Saxena,Male,63.0,42,2025-07-30,Regular
11285,Arjun Das,Male,23.0,64,2026-03-17,Premium
11286,Kabir Rao,Male,40.0,32,2024-04-16,Regular
11287,Rohan Tiwari,Male,53.0,83,2026-01-22,Premium
11288,Muskan Pillai,Female,18.0,8,2026-03-31,Regular
11289,Rahul Kumar,Male,39.0,87,2022-08-19,Premium
11290,Aman Bansal,Male,51.0,3,2022-08-23,Premium
11291,Kunal Yadav,Male,56.0,74,2023-08-15,Premium
11292,Nikhil Chatterjee,Male,37.0,35,2024-06-13,Regular
11293,Vivek Khan,Male,59.0,39,2025-06-11,Premium
11294,Palak Khanna,Female,50.0,2,2022-10-21,Regular
11295,Ritvik Pandey,Male,20.0,71,2022-11-06,Regular
11296,Ishita Gupta,Female,31.0,17,2023-05-06,Premium
11297,Yash Jain,Male,63.0,66,2023-03-11,Premium
11298,Sahil Mishra,Male,18.0,73,2026-02-13,Regular
11299,Nandini Agarwal,Female,23.0,85,2023-09-26,VIP
11300,Varun Nair,Male,34.0,71,2025-10-21,Regular
11301,Manish Kulkarni,Male,65.0,31,2022-03-31,Premium
11302,Anushka Sinha,Female,51.0,74,2022-06-12,Premium
11303,Shruti Roy,Female,25.0,83,2025-07-09,Premium
11304,Payal Naidu,Female,36.0,32,2023-02-04,Premium
11305,Ankit Sethi,Male,63.0,13,2022-05-13,VIP
11306,Komal Tripathi,Female,28.0,90,2024-08-09,Regular
11307,Sana Rao,Other,45.0,15,2022-08-24,Regular
11308,Tanvi Mehta,Female,40.0,60,2022-04-09,Regular
11309,Rajat Verma,Male,54.0,24,2023-10-12,Premium
11310,Mohit Shah,Male,54.0,13,2024-05-30,Regular
11311,Akash Chauhan,Male,57.0,78,2024-04-23,Premium
11312,Harsh Menon,Male,23.0,15,2024-07-24,Regular
11313,Pallavi Kapoor,Female,39.0,68,2022-02-07,Premium
11314,Dev Pillai,Male,51.0,70,2023-04-11,Regular
11315,Ayush Khanna,Male,38.0,7,2023-07-04,Premium
11316,Dhruv Gupta,Male,50.0,18,2023-04-14,VIP
11317,Ishaan Agarwal,Male,48.0,80,2024-06-13,Regular
11318,Rishi Sinha,Male,35.0,51,2023-01-02,Premium
11319,Abhishek Roy,Male,22.0,13,2024-10-08,Regular
11320,Siddharth Naidu,Male,64.0,100,2026-02-06,Premium
11321,Aanya Nair,Female,57.0,27,2024-11-23,Premium
11322,Pranav Tripathi,Male,60.0,1,2023-09-15,Regular
11323,Ananya Kulkarni,Female,32.0,93,2023-11-27,Regular
11324,Karan Mehta,Male,33.0,2,2024-07-25,Regular
11325,Aarav Mishra,Male,33.0,56,2025-03-04,Regular
11326,Vihaan Nair,Male,19.0,100,2023-04-28,Premium
11327,Aditya Kulkarni,Male,26.0,58,2022-03-03,Regular
11328,Arjun Sethi,Male,32.0,59,2025-01-29,VIP
11329,Kabir Verma,Male,65.0,39,2024-11-24,VIP
11330,Aditi Sethi,Female,27.0,13,2022-06-12,Premium
11331,Rohan Shah,Male,42.0,58,2024-09-29,Regular
11332,Rahul Chauhan,Male,44.0,90,2022-04-25,Regular
11333,Diya Verma,Female,35.0,10,2024-10-25,Premium
11334,Aman Menon,Male,62.0,89,2025-04-05,Premium
11335,Kunal Pillai,Male,22.0,42,2022-01-25,VIP
11336,Nikhil Khanna,Male,59.0,54,2025-03-08,Regular
11337,Vivek Gupta,Male,53.0,17,2022-07-12,Regular
11338,Ritvik Agarwal,Male,32.0,63,2023-03-01,VIP
11339,Riya Tiwari,Other,54.0,19,2025-02-01,Premium
11340,Kriti Kumar,Other,38.0,28,2023-07-23,Regular
11341,Isha Shah,Female,64.0,73,2026-04-13,Premium
11342,Yash Sinha,Male,19.0,6,2026-03-12,Regular
11343,Sahil Roy,Male,19.0,45,2026-04-29,Regular
11344,Varun Naidu,Male,44.0,60,2022-06-16,Regular
11345,Manish Tripathi,Male,62.0,14,2022-10-10,Regular
11346,Ankit Mehta,Male,21.0,30,2022-10-21,Regular
11347,Rajat Kapoor,Male,55.0,35,2024-07-25,Regular
11348,Mohit Reddy,Male,63.0,67,2023-11-20,Regular
11349,Akash Ghosh,Male,41.0,98,2025-04-08,Regular
11350,Harsh Ansari,Male,59.0,84,2023-03-28,Regular
11351,Priya Chauhan,Female,54.0,19,2022-11-16,Regular
11352,Dev Sharma,Male,28.0,2,2024-11-04,Premium
11353,Neha Menon,Female,59.0,6,2024-09-14,Regular
11354,Ayush Patel,Male,51.0,60,2025-01-09,Regular
11355,Riya Pillai,Female,18.0,16,2023-05-15,Regular
11356,Dhruv Joshi,Male,45.0,24,2024-04-22,Premium
11357,Ishaan Iyer,Male,49.0,85,2026-01-25,Premium
11358,Rishi Deshmukh,Male,56.0,88,2024-09-04,VIP
11359,Abhishek Arora,Male,55.0,84,2026-01-31,VIP
11360,Sneha Khanna,Female,40.0,26,2023-11-25,Regular
11361,Siddharth Singh,Male,32.0,62,2022-03-13,Premium
11362,Pranav Malhotra,Male,27.0,62,2025-05-01,Regular
11363,Kavya Gupta,Female,22.0,19,2024-01-07,Premium
11364,Karan Saxena,Male,48.0,56,2022-03-09,VIP
11365,Meera Agarwal,Female,64.0,53,2022-08-10,Premium
11366,Nisha Sinha,Female,21.0,40,2023-05-16,Regular
